conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,softball,Carroll,Kali Stanchi,,,,33,32,73.0,8.0,26.0,13.0,0.0,0.0,0.0,15.0,0.0,7.0,5.0,1.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.5,26.0,106.0,1.0,1.0,0.356,0.356,48.0,49.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,102.0,0.951,0.0,0.0,2.0,0.0,31.0,20.0,"14,34",0.41,14.0,34.0,"16,34",0.47,16.0,34.0,"14,28",0.5,14.0,28.0,"1,2",0.5,1.0,2.0,0.0,0.0,0.0,0.0,"8,14","4,6","39,53",35,0.0,0.0,0.0,7,0.0,0.0,0.0,21.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3595747544684057,2027,66
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Eureka,Lexi Liptak,,,,33,33,79.0,16.0,21.0,12.0,2.0,0.0,0.0,5.0,0.0,0.0,13.0,6.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,23.0,88.0,5.0,0.8,0.266,0.291,45.0,60.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,120.0,0.875,0.0,0.0,5.0,2.0,20.0,25.0,"8,21",0.38,8.0,21.0,"13,35",0.37,13.0,35.0,"9,24",0.38,9.0,24.0,"0,2",0.0,0.0,2.0,0.0,0.0,0.0,0.0,"11,31","3,5","21,40",22,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359448392695415,2028,66
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,MSOE,Katie Pollock,,,,37,31,68.0,6.0,28.0,14.0,8.0,0.0,0.0,6.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.467,36.0,76.0,0.0,0.0,0.412,0.529,3.0,27.0,0.0,0.0,0.0,28.0,7.0,0.0,0.0,30.0,1.0,35.0,0.8,2.0,4.0,17.0,17.0,"13,27",0.48,13.0,27.0,"15,34",0.44,15.0,34.0,"12,27",0.44,12.0,27.0,"7,7",1.0,7.0,7.0,0,0.0,0.0,0.0,"8,15","3,4","24,38",5,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,4.0,13.0,0.0,171.0,1.0,22.0,13.0,10.0,1.0,19.0,4.0,0.0,0.0,153.2,78.0,70.0,31.0,139.0,35.0,8.0,9.0,3.19,611.0,669.0,5.0,7.0,0.0,4.0,16.0,0.0,0.0,44.0,0.28,197.0,109.0,0.0,"0,2","3,5","0,2",0.0,"0,2",0.3588217537068902,2029,66
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Amherst,D. Briggs,,,,22,22,65.0,14.0,23.0,12.0,6.0,1.0,0.0,10.0,0.0,0.0,11.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.44,31.0,75.0,3.0,1.0,0.354,0.477,13.0,0.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,17.0,0.765,7.0,0.857,1.0,1.0,12.0,18.0,"8,20",0.4,8.0,20.0,"16,37",0.43,16.0,37.0,"11,24",0.46,11.0,24.0,"1,8",0.13,1.0,8.0,0,0.0,0.0,0.0,"3,11","3,5","23,41",22,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,11.0,0.0,48.0,1.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,32.2,23.0,18.0,17.0,14.0,8.0,2.0,0.0,3.86,146.0,171.0,9.0,1.0,0.0,4.0,3.0,0.0,0.0,7.0,0.329,40.0,42.0,0.0,"2,3","5,10","0,2",0.0,"3,5",0.3580767839980633,2030,66
oac,Ohio Athletic Conference (OAC),2025-26,softball,Ohio Northern,Mackenzie Hannahs,,,,29,19,53.0,14.0,17.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,4.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,18.0,57.0,14.0,0.786,0.321,0.34,24.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.947,0.0,0.0,4.0,2.0,18.0,7.0,"5,20",0.25,5.0,20.0,"8,30",0.27,8.0,30.0,"7,23",0.3,7.0,23.0,"1,3",0.33,1.0,3.0,0,0.0,0.0,0.0,"4,10","3,5","17,32",22,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,6.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3577326900136516,2031,66
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,MUW,Taylor Palmer,,,,38,37,98.0,15.0,22.0,11.0,2.0,0.0,0.0,15.0,0.0,0.0,11.0,5.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,24.0,118.0,5.0,0.8,0.224,0.245,60.0,59.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,130.0,0.915,1.0,0.0,7.0,2.0,32.0,33.0,"13,45",0.29,13.0,45.0,"17,56",0.3,17.0,56.0,"12,41",0.29,12.0,41.0,"2,11",0.18,2.0,11.0,0.0,0.0,0.0,0.0,"6,24","4,5","33,66",21,0.0,0.0,0.0,0,0.0,0.0,0.0,11.0,32.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.0,2.0,1.0,1.0,2.0,0.0,0.0,5.25,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,5.0,1.0,0.0,"0,2","3,8","2,6",0.0,"1,3",0.3575406944477068,2032,66
lec,Little East Conference (LEC),2025-26,softball,Rhode Island College,Reilly Austin,,,,32,26,72.0,5.0,19.0,13.0,5.0,0.0,1.0,3.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.282,27.0,79.0,1.0,1.0,0.264,0.375,118.0,7.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,126.0,0.992,0.0,0.0,3.0,5.0,21.0,25.0,"6,23",0.26,6.0,23.0,"11,42",0.26,11.0,42.0,"4,23",0.17,4.0,23.0,"0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,"4,12","5,6","26,46",9,0.0,0.0,0.0,117,0.0,0.0,0.0,16.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3547821296022805,2033,66
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,softball,Adrian,Maddisyn Miller,,,,-2,-4,-15.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,-2.0,-15.0,0.0,0.0,0.133,0.133,-14.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,1.0,0.0,0.0,0.0,0.0,-1.0,-4.0,"-2,-4",0.5,-2.0,-4.0,"0,-9",0.0,0.0,-9.0,"0,-2",0.0,0.0,-2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,"0,0","-3,-9",0,0.0,0.0,0.0,0,0.0,0.0,0.0,-5.0,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3543993145519982,2034,66
odac,Old Dominion Athletic Conference (ODAC),2025-26,softball,Roanoke College,Erin Gorschboth,,,,40,39,82.0,11.0,19.0,10.0,2.0,0.0,0.0,9.0,0.0,3.0,8.0,3.0,8.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.323,21.0,103.0,10.0,0.8,0.232,0.256,39.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.932,0.0,0.0,4.0,9.0,41.0,17.0,"4,15",0.27,4.0,15.0,"10,45",0.22,10.0,45.0,"5,23",0.22,5.0,23.0,"1,6",0.17,1.0,6.0,0,0.0,0.0,0.0,"9,20","7,8","35,56",2,0.0,0.0,0.0,0,0.0,0.0,0.0,24.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3516852335856713,2035,66
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Webster,Ainsley Hinz,,,,29,25,60.0,11.0,19.0,13.0,3.0,0.0,1.0,8.0,0.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397,25.0,69.0,0.0,0.0,0.317,0.417,107.0,7.0,1.0,0.0,0.0,15.0,1.0,2.0,0.0,115.0,0.991,16.0,0.938,2.0,3.0,12.0,16.0,"6,23",0.26,6.0,23.0,"13,36",0.36,13.0,36.0,"11,25",0.44,11.0,25.0,"0,3",0.0,0.0,3.0,0.0,0.0,0.0,0.0,"4,11","2,7","18,38",50,0.0,0.0,0.0,4,0.0,0.0,0.0,5.0,18.0,0.0,59.0,1.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,33.0,53.0,41.0,26.0,20.0,8.0,3.0,1.0,8.7,161.0,194.0,12.0,2.0,0.0,1.0,4.0,0.0,0.0,11.0,0.366,24.0,51.0,0.0,0,0,"0,1",0.0,0,0.3513217222939975,2036,66
arc,American Rivers Conference (ARC),2025-26,softball,Buena Vista,Kayla Farmer,,,,34,34,89.0,6.0,15.0,13.0,3.0,0.0,2.0,8.0,0.0,0.0,18.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.235,24.0,100.0,1.0,1.0,0.169,0.27,28.0,46.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.86,0.0,0.0,4.0,3.0,25.0,29.0,"6,37",0.16,6.0,37.0,"11,53",0.21,11.0,53.0,"4,28",0.14,4.0,28.0,"1,6",0.17,1.0,6.0,0.0,0.0,0.0,0.0,"5,20","4,8","23,56","0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,11.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3504000699567863,2037,66
nwc,Northwest Conference (NWC),2025-26,softball,Pacific Lutheran ,Ashleighn Mcauley,,,,26,21,66.0,6.0,17.0,12.0,3.0,0.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329,23.0,75.0,1.0,0.0,0.258,0.348,73.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,76.0,0.987,7.0,1.0,6.0,1.0,19.0,24.0,"5,21",0.24,5.0,21.0,"11,39",0.28,11.0,39.0,"8,28",0.29,8.0,28.0,"1,5",0.2,1.0,5.0,0,0.0,0.0,0.0,"4,15","4,7","25,42",12,0.0,0.0,0.0,23,0.0,0.0,0.0,7.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3490034588256582,2038,66
pac,Presidents Athletic Conference (PAC),2025-26,softball,Bethany,Caitlin O'farrell,,,,36,35,102.0,13.0,27.0,11.0,3.0,1.0,0.0,3.0,0.0,1.0,15.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.292,32.0,108.0,4.0,1.0,0.265,0.314,58.0,34.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,0.92,0.0,0.0,5.0,2.0,28.0,31.0,"7,37",0.19,7.0,37.0,"16,59",0.27,16.0,59.0,"11,40",0.28,11.0,40.0,"4,15",0.27,4.0,15.0,0,0.0,0.0,0.0,"8,20","3,11","23,61",5,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,5.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3487617532710101,2039,66
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Augsburg,Grace Syson,,,,40,40,96.0,12.0,19.0,13.0,4.0,0.0,2.0,8.0,0.0,4.0,29.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.282,29.0,110.0,0.0,0.0,0.198,0.302,140.0,23.0,6.0,10.0,0.0,84.0,13.0,2.0,0.0,169.0,0.964,97.0,0.866,1.0,9.0,26.0,23.0,"6,37",0.16,6.0,37.0,"10,61",0.16,10.0,61.0,"7,38",0.18,7.0,38.0,"1,7",0.14,1.0,7.0,0,0.0,0.0,0.0,"6,15","7,16","21,69",41,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,39.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3483946271746002,2040,66
e8,Empire 8 (E8),2025-26,softball,Alfred,Brielle Wark,,,,32,14,34.0,16.0,10.0,8.0,1.0,0.0,1.0,6.0,0.0,0.0,6.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,14.0,41.0,6.0,0.667,0.294,0.412,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,3.0,13.0,6.0,"6,12",0.5,6.0,12.0,"7,23",0.3,7.0,23.0,"4,16",0.25,4.0,16.0,"2,7",0.29,2.0,7.0,0,0.0,0.0,0.0,"1,4","3,3","15,25",11,0.0,0.0,0.0,11,0.0,0.0,0.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3483928819425103,2041,66
nac,North Atlantic Conference (NAC),2025-26,softball,VTSU Johnson,G. Lafrenier,,,,13,12,40.0,5.0,18.0,13.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.463,27.0,41.0,0.0,0.0,0.45,0.675,71.0,2.0,4.0,6.0,0.0,18.0,1.0,1.0,0.0,77.0,0.948,19.0,0.947,0.0,2.0,11.0,5.0,"8,17",0.47,8.0,17.0,"13,27",0.48,13.0,27.0,"9,17",0.53,9.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,2","2,3","16,27",0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3483329764496227,2042,66
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Wilson College,Payton Kendall,,,,30,25,72.0,18.0,21.0,9.0,1.0,0.0,0.0,8.0,0.0,2.0,8.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378,22.0,89.0,3.0,1.0,0.292,0.306,29.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.969,0.0,0.0,3.0,8.0,29.0,17.0,"3,25",0.12,3.0,25.0,"13,40",0.33,13.0,40.0,"7,24",0.29,7.0,24.0,"3,3",1.0,3.0,3.0,0,0.0,0.0,0.0,"4,10","4,5","26,50",15,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,8.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3475208358060387,2043,66
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,softball,Albion,Kiersten Wil,,,,39,38,118.0,10.0,32.0,15.0,11.0,0.0,0.0,1.0,0.0,0.0,8.0,-1.0,-5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,43.0,120.0,-5.0,1.0,0.271,0.364,33.0,62.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.888,0.0,0.0,2.0,8.0,36.0,39.0,"8,31",0.26,8.0,31.0,"22,62",0.35,22.0,62.0,"14,35",0.4,14.0,35.0,"4,7",0.57,4.0,7.0,0,0.0,0.0,0.0,"7,25","5,4","37,65",17,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344371575784265,2044,66
e8,Empire 8 (E8),2025-26,softball,St. John Fisher,Lopresto Tori,,,,38,38,97.0,12.0,27.0,12.0,4.0,0.0,0.0,10.0,0.0,0.0,10.0,6.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.343,31.0,114.0,1.0,1.0,0.278,0.32,26.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.976,0.0,0.0,2.0,13.0,37.0,27.0,"9,36",0.25,9.0,36.0,"17,63",0.27,17.0,63.0,"12,40",0.3,12.0,40.0,"1,2",0.5,1.0,2.0,0,0.0,0.0,0.0,"9,18","5,15","38,73",48,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3440552615951008,2045,66
arc,American Rivers Conference (ARC),2025-26,softball,Wartburg,Stephanie Kiefer,,,,35,23,79.0,8.0,22.0,10.0,3.0,0.0,1.0,5.0,0.0,1.0,11.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.326,28.0,86.0,3.0,0.667,0.278,0.354,30.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.939,0.0,0.0,0.0,3.0,14.0,33.0,"9,37",0.24,9.0,37.0,"12,42",0.29,12.0,42.0,"8,25",0.32,8.0,25.0,"5,11",0.45,5.0,11.0,0.0,0.0,0.0,0.0,"6,16","2,5","18,46",1,0.0,0.0,0.0,49,0.0,0.0,0.0,2.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3431854836980891,2046,66
arc,American Rivers Conference (ARC),2025-26,softball,Loras,Whitney Leipold,,,,37,37,93.0,16.0,23.0,8.0,1.0,0.0,0.0,10.0,0.0,0.0,8.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,24.0,108.0,4.0,1.0,0.247,0.258,39.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.979,0.0,0.0,5.0,3.0,33.0,27.0,"9,32",0.28,9.0,32.0,"8,44",0.18,8.0,44.0,"4,29",0.14,4.0,29.0,"5,10",0.5,5.0,10.0,0.0,0.0,0.0,0.0,"5,22","3,9","28,53",11,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3431174753200668,2047,66
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,softball,UW-River Falls,Autumn Hughes,,,,34,11,37.0,15.0,8.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,7.0,2.0,20.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.293,9.0,43.0,23.0,0.87,0.216,0.243,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.952,0.0,0.0,4.0,0.0,14.0,6.0,"4,12",0.33,4.0,12.0,"4,11",0.36,4.0,11.0,"4,11",0.36,4.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"7,18","2,3","8,13",0,0.0,0.0,0.0,3,0.0,0.0,0.0,4.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3421596642566202,2048,66
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Volinsky Lexi,,,,34,31,84.0,13.0,22.0,15.0,6.0,1.0,0.0,2.0,0.0,0.0,17.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,30.0,90.0,8.0,0.5,0.262,0.357,49.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.981,0.0,0.0,5.0,6.0,17.0,27.0,"9,33",0.27,9.0,33.0,"12,51",0.24,12.0,51.0,"9,37",0.24,9.0,37.0,"0,1",0.0,0.0,1.0,0.0,0.0,0.0,0.0,"5,12","6,8","24,56",5,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3421254954092085,2049,66
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Occidental,S. Crespo,,,,32,28,69.0,16.0,23.0,6.0,3.0,1.0,0.0,7.0,0.0,0.0,8.0,1.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395,28.0,81.0,8.0,0.75,0.333,0.406,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,1.0,7.0,29.0,10.0,"9,20",0.45,9.0,20.0,"9,30",0.3,9.0,30.0,"7,20",0.35,7.0,20.0,"1,4",0.25,1.0,4.0,0,0.0,0.0,0.0,"7,15","5,8","24,37","0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,10.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3394671155956101,2050,66
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,Concordia Wisconsin,Jacobson Taylor,,,,32,28,71.0,19.0,22.0,13.0,5.0,1.0,0.0,16.0,0.0,0.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.437,29.0,87.0,2.0,1.0,0.31,0.408,57.0,33.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,93.0,0.968,0.0,0.0,5.0,1.0,11.0,15.0,"9,32",0.28,9.0,32.0,"14,42",0.33,14.0,42.0,"9,27",0.33,9.0,27.0,"2,6",0.33,2.0,6.0,0,0.0,0.0,0.0,"9,18","2,3","25,47","1,1",1.0,1.0,1.0,10,0.0,0.0,0.0,4.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.3386344441556448,2051,66
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,softball,North Central,"Bowmar, Lauren",,,,45,42,116.0,16.0,33.0,12.0,5.0,0.0,0.0,12.0,0.0,2.0,23.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.362,38.0,132.0,2.0,0.5,0.284,0.328,277.0,14.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,297.0,0.98,0.0,0.0,4.0,7.0,32.0,26.0,"7,34",0.21,7.0,34.0,"20,68",0.29,20.0,68.0,"13,41",0.32,13.0,41.0,"1,6",0.17,1.0,6.0,0.0,0.0,0.0,0.0,"12,28","8,11","38,76",2,0.0,0.0,0.0,2,0.0,0.0,0.0,12.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3382650662627789,2052,66
